"","id","job","nwords"
"965",965,"I Applications Intern esla Motors, Inc. ",6
"966",966,"Senior Risk Analyst Royal Bank of Canada, Capital Market ",9
"967",967,"senior Java Developer (CMA Consulting Services) NYSDOH ",7
"968",968,"Research Assistant, under Professor Jelena Vuckovic Stanford University ",8
"969",969,"Big Data Management & Analysis (Hadoop, Spark, Java, Scala, Pig, Hive",10
"970",970,"Graduate Research Assistant University of Kentucky ",6
"971",971,"Quantitative Research AlphaParity LLC Jul 2015",6
"972",972,"Research Assistant University of Central Florida ",6
"973",973,"Simulation Software Engineer Gulfstream Aerospace Performed software model design, code",10
"974",974,"Data Analyst HuaA Data echnology Co. Ltd ",7
"975",975,"Software Developer PROJEC PYHON for python†programmers in all levels",10
"976",976,"Programmeur ENSA Bretagne ",3
"977",977,"Stage d√veloppeur Python MHCOMM ",4
"978",978,"Assistant trader intern Susquehanna International Group ",6
"979",979,"Software Application / Systems Engineer riad Isotopes, Inc. ",7
"980",980,"Java/J2EE Developer RANSAMERICA CORPORAION ",5
"981",981,"Splunk Engineer Blue Shield of California ",6
"982",982,"Associate Professor Department of Biomedical Engineering, singhua University ",8
"983",983,"web developer Lbadvisor, Python ",4
"984",984,"Software Developer Mediamorph ",3
"985",985,"Solutions Architect/Developer Mutatis I ì NimbusPC ",6
"986",986,"Java Developer Fort√ Group ",4
"987",987,"Graduate Research Assistant he Ohio State University, College of Education",10
"988",988,"System Engineer MAXLINEAR, INC ",4
"989",989,"Python Developer Northeastern University ",4
"990",990,"Firmware Development Intern BlackBerry Carrying out Radio sanity tests and",10
"991",991,"Undergraduate Student Mentor Qiurong Fan, Microbiolgy and Cell Science Department",10
"992",992,"Quality Assurance Engineer angoMe ",4
"993",993,"Network Engineer Intern radeweb ",4
"994",994,"Postdoctoral Fellow University of Minnesota ",5
"995",995,"Python Developer Zenefits ",3
"996",996,"Quantitative Research Intern Shift Forex LLC ",6
"997",997,"UI Architect, senior Javascript Developer Comcast ",6
"998",998,"Big Data Engineer CHIEF ",4
"999",999,"engineer intern Electrical est  Run functional test of Volt",9
"1000",1000,"Customer Support Specialist Sage Software ",5
"1001",1001,"Senior Java Developer Automatic Data Processing ",6
"1002",1002,"Data Science Intern EMERGENEX ",4
"1003",1003,"est Engineer NSG echnology Inc ",5
"1004",1004,"Software Developer Brigham Young University ",5
"1005",1005,"Java programmer Safeguard Properties, LLC Wrote shell script to decrypt",10
"1006",1006,"Software Development Engineer in est on DXL eam McAfee / Intel",10
"1007",1007,"Graduate eaching Assistant ",3
"1008",1008,"rader Assistant Prime international trading, LLC ",6
"1009",1009,"Programmer/Analyst II Channing Division of Network Medicine ",8
"1010",1010,"Quantitative Analyst LMG Capital LLC ",5
"1011",1011,"Graduate Assistant Department of Computer Science, Montclair State University ",9
"1012",1012,"M.B.A. Intern, Business Analytics HYA HOELS CORPORAION ",9
"1013",1013,"System Developer Dental Web Now  Worked on designing and developing",10
"1014",1014,"Associate Applications Developer JPMorgan Chase & Co. ",6
"1015",1015,"Present Senior Statistician, Research analytics and Development rueCar, Inc ",9
"1016",1016,"Java Developer Caterpillar ",3
"1017",1017,"Senior Java Developer Cardinal Health ",5
"1018",1018,"senior JAVA/J2EE Developer Citi Group Inc ",7
"1019",1019,"Production Services Engineer / Project Manager Assistant Redline rading Solutions ",9
"1020",1020,"PYHON BANK of the West, San Ramon, CA ",8
"1021",1021,"Senior Hadoop Developer in Retail Project elecom and Investment Banking",10
"1022",1022,"senior Java/J2EE Developer DHL World Wide ",7
"1023",1023,"senior Java Consultant L.L.Bean ",6
"1024",1024,"Senior Software Engineer Hewlett Packard Enterprise ",6
"1025",1025,"Python Developer Bedrock Data ",4
"1026",1026,"Java Architect UPMC Company January 2013 ",6
"1027",1027,"Python Developer Innova Solutions, Inc ",5
"1028",1028,"Self Emplyed ",2
"1029",1029,"Java/J2ee developer A& ",4
"1030",1030,"Research Assistant, Graduate School of Education Stanford University  Created python",10
"1031",1031,"Editor in chief Rokhnemoon Magazine ",5
"1032",1032,"Stage sur les attaques par analyse de la sensibilit√ aux",10
"1033",1033,"senior Java /Architect Developer A& ",5
"1035",1035,"Senior Java Developer / Senior SDE LG Electronics United States Clients",10
"1036",1036,"seniorJava Developer United Health Group ",5
"1037",1037,"Java echnical Lead Egain Communication ",5
"1038",1038,"Embedded Software Developer Visteon Corporation ",5
"1039",1039,"seniorJava Developer A&., GA In Common Service project we have",10
"1040",1040,"Intern Radiometric Cal/Val Planet Labs ",6
"1041",1041,"senior Java Full Stack Developer General Electric ",7
"1042",1042,"est Automation/Java Developer (Senior Engineer) Leidos (formerly SAIC) ",9
"1043",1043,"Research Assistant Rutgers University, Department of Environmental Sciences ",8
"1044",1044,"Research Assistant(C++ / Java / Python / R) University of Delaware ",9
"1045",1045,"Wireless SWAPPS Intern Broadcom Corporation Replicate and analyze issues reported",10
"1046",1046,"Java Developer Onondaga County ",4
"1047",1047,"senior JAVA Developer Intermountain Health Care ",6
"1048",1048,"Software Engineer Lake City Developing a ERP solution as a",10
"1049",1049,"Software Development Consultant Self Opportunity ",5
"1050",1050,"Software Engineer AMEX Systems India Private limited AMEX systems are",10
"1051",1051,"Lead Programmer South Eugene Robotics eam ",6
"1052",1052,"senior Java/UI Developer FINRA ",5
"1053",1053,"senior Solutions Engineer Cisco Systems ÔÉò Solid experience designing, maintaining",10
"1054",1054,"eNB I&V Eng. Nokia Inc elecommunication ",7
"1055",1055,"AG Developer having 2.9 years of experience in development",10
"1056",1056,"Python Developer/Analyst Capital One Bank ",6
"1057",1057,"Marketing Solutions Engineering Intern Intel ",5
"1058",1058,"Research Data Analyst UNIVERSIY OF WASHINGON ",6
"1059",1059,"Network Engineer Avago echnologies ",4
"1060",1060,"Python Developer omoRain project.†Project: Algorithm development in Python for",10
"1061",1061,"Java/J2EE Developer homson Reuters ",5
"1062",1062,"ableau Architect/EL alend General Atlantic Inc ",7
"1063",1063,"Java Developer Anthem Blue Cross & Blue Shield ",7
"1064",1064,"Manager of Data Insights and Analytics Promologics, Inc ",8
"1065",1065,"Stage de validation d'√tude PSA Peugeot Citro√´n Conception",10
"1066",1066,"Python Developer Pivotal Labs ",4
"1067",1067,"Systems and Cloud Engineer, Python Developer PostgreSQL ",7
"1068",1068,"Logistics Engineer and Strategic Planner WORLD BLIZ, LLC ",8
"1069",1069,"senior Java/J2EE Developer Citizens Bank ",6
"1070",1070,"QAE MaxPlay ",2
"1071",1071,"D√veloppeur PYHON ",2
"1072",1072,"Store Systems ester (Michaels Stores, Inc.) ProStaff / Att√®rro As",10
"1073",1073,"Python Software Engineer Map Communications Responsibilities†",6
"1074",1074,"Part time work during school New Choices Recovery Center 2013",10
"1075",1075,"Firmware Verification ech Starkey Hearing echnologies ",6
"1076",1076,"senior Java Developer Infosys ",4
"1077",1077,"echnical Lead/Developer Wipro Limited Project description:††CCDRi ì Commercial Cards",10
"1078",1078,"Software Engineer ADOBE SYSEMS Responsibilities†using Java, Sikuli and Python",10
"1079",1079,"Staff Engineer Qualcomm ",3
"1080",1080,"Python developer and data ware house specialist ata Consultancy Services",10
"1081",1081,"Java/J2EE Developer Deloitte client ",5
"1082",1082,"Java Developer Gorkana Group LD ",5
"1083",1083,"Java Developer Gannon University ",4
"1084",1084,"SOFWARE DEVELOPER Market Day Corporation ",5
"1085",1085,"Python Development Internship NUANCE COMMUNICAIONS, Inc ",6
"1086",1086,"Junior Software and QA Engineer Pakedge device & software ",8
"1087",1087,"senior Java Developer ABN AMRO ",5
"1088",1088,"Implementator Engineer AppCard (www.appcard.com) ",6
"1089",1089,"Java web developer SciQuest ",4
"1090",1090,"Java rainee,java devloper Navi Mumbai, Maharashtra Place: ",8
"1091",1091,"Backend Java Developer PROS  Currently working on ""Stratus"" ",8
"1092",1092,"Senior Software Developer McKesson Duties: Application Developer†óè Wrote applications using",10
"1093",1093,"Solutions Architect Wipro Accuen ",4
"1094",1094,"Java/AngularJS Developer Bank of America/Merrill Lynch ",8
"1095",1095,"Director of Programming Fit Code ",5
"1096",1096,"Junior Developer 561 Media ",4
"1097",1097,"Lead Java Developer Global Bank ",5
"1098",1098,"Barista Java Cafe ",3
"1099",1099,"Software Engineering Intern Air Force Research Lab ",7
"1100",1100,"Senior Java Developer G2 Software ",5
"1101",1101,"Big Data Analyst CAREER EXPERIENES ",5
"1102",1102,"senior Java/J2EE Developer Merrill Lynch, Hope Well, NJ Description",10
"1103",1103,"Undergraduate utor Verilog utored students which needed help in coding",10
"1104",1104,"Student university Activities:†Best†Research Apprentice Program(RAP); team†óè University",10
"1105",1105,"DISPACHER Python Drain Cleaning Scheduled precise on time appointments†Set",10
"1106",1106,"Systems Engineering Intern iRobot ",4
"1107",1107,"Senior Staff Engineer, Air & Missile Defense Department Johns Hopkins University",10
"1108",1108,"Data Analysis Intern M.I.N.D. Labs ",8
"1109",1109,"Electronics echnician Intel ",3
"1110",1110,"senior Java/J2EE Developer Oxagile ",5
"1111",1111,"GIS Supervisor Western Land Services ",5
"1113",1113,"eacher Assistant for ISP 101: Computing applications (Python) Integrated Science",10
"1114",1114,"rustwave Spiderlabs ",2
"1115",1115,"Computer Sales Specialist Best Buy ",5
"1116",1116,"Coordinator of Special Needs Programming/Gymnastics and Swim Instructor for",10
"1117",1117,"Java Architect Citi ",3
"1118",1118,"senior Java Developer Global Bank ",5
"1119",1119,"Programmer / I Story Lab ",4
"1120",1120,"Data Scientist Data Science Dojo ",5
"1121",1121,"Python Developer US Army Corps  Developed script in Python for",10
"1122",1122,"Network Engineer J.Crew Group, Inc. ",6
"1123",1123,"Firmware Engineer HP ",3
"1124",1124,"I Specialist BRASCUBA CIGAREES S.A ",6
"1125",1125,"GIS echnician II City of Chandler ",6
"1126",1126,"System Engineering and Validation Intern Supercomputer Company ",7
"1127",1127,"C++/Python/Software Developer echmahindra Ltd ",6
"1128",1128,"Python Developer Fox Interactive ",4
"1129",1129,"Barista Java Nau ",3
"1130",1130,"Analytics Consultant Wells Fargo Home Mortgage ",6
"1131",1131,"Web Master ",2
"1132",1132,"Web Developer Independent Contractor ",4
"1133",1133,"Remote Web Developer Alerton/Optergy ",5
"1134",1134,"Lead Full Stack Web Developer Python MVC  Designed, planned, and",10
"1135",1135,"Assistant errorism August 2014†Programming Languages†† C++, HML, Python, Java",10
"1136",1136,"Circuit Margining Validation echnician Intel Corporation ",6
"1137",1137,"Associate UX Developer Erwin Penland ",5
"1138",1138,"Database Upgrade in Django, Python, MySQL & Workbench of project OllinVFX",10
"1139",1139,"Business Consultant Aevum Novus ",4
"1140",1140,"Java Software Developer SANFORD UNIVERSIY Software Engineer: Stanford University Medical",10
"1141",1141,"Softwaer Engineer WorkForce Software ",4
"1142",1142,"Scientific Computing Consultant Corning Incorporated ",5
"1144",1144,"Network Administrator CUGI Eboard Member† Setup and maintain the network",10
"1146",1146,"Java Developer General Dynamics HHSC†HHSC (Health and Human Services",10
"1147",1147,"Signal Processing eam Leader ",4
"1148",1148,"Web Developer ompkins ennis Academy ",5
"1149",1149,"Costume Designer, Comittee Chair, Director, Producer Players Guild of Leonia",10
"1150",1150,"Python Programmer HALLIBURON/LANDMARK the FerVID Group)†† Performed install, configuration",10
"1151",1151,"Hardware/Firmware Design Engineer Ashima Devices ",6
"1152",1152,"Java Apprentice he Software Guild ",5
"1153",1153,"R&D Electrical Engineer U.S. Naval Research Laboratory  Developed",10
"1154",1154,"Institutional Research Analyst South exas College ",6
"1155",1155,"I Helpdesk ech Yanfeng ",4
"1156",1156,"WYSIWYG editor EventBooking 6/1/2015 to 8/27/2015",10
"1157",1157,"Network Analyst Intern DS elecom ",5
"1158",1158,"Java Developer Infinite Computer Solutions Inc. ",6
"1159",1159,"Client Software Support Specialist /Hardware Specialist Shape.Net Software Inc",10
"1160",1160,"Java Developer Complete Professional Services ",5
"1161",1161,"Junior Java Programmer Sathya echnologies ",5
"1162",1162,"Intern Conxx Skills: Database design, SNMP, Perl, Python, Server admin",10
"1163",1163,"Java Developer Dynamic Dreamz ",4
"1164",1164,"Java Developer San Antonio Programming Languages Java/J2EE, PL/SQL",10
"1165",1165,"senior Java Developer Hcentive ",4
"1166",1166,"Java/J2EE Developer RBC Financial Group ",6
"1167",1167,"Senior Java/J2ee developer Home Depot ",6
"1168",1168,"Computer Programmer Intern OM SOLUIONS COMPANY ",6
"1169",1169,"Python Course Projects North Carolina State University ",7
"1170",1170,"seniorjava developer BoFA  8 years of experience in Java/J2EE",10
"1171",1171,"UI Developer HISNA ",3
"1172",1172,"eaching Assistant/Computer Science Dept University of New Haven ",9
"1173",1173,"Electrical Engineer Stanley Black & Decker ",5
"1174",1174,"senior Embedded FIrmware Engineer UpRev ",5
"1175",1175,"Java Developer Citizens Property Insurance Corporation Automated important 'Reinsurance' process",10
"1176",1176,"GIS Programmer/Analyst Loudoun County ",5
"1177",1177,"Systems software developer IBM ",4
"1178",1178,"Contractor Sunrise Laboratories, Inc ",4
"1179",1179,"Researcher ASU/UCLA BIOMECHARONICS LAB ",5
"1180",1180,"Principal Founder Survive he Season ",5
"1181",1181,"Software Developer www.x",4
"1182",1182,"Java utor Goebel Media Group ",5
"1183",1183,"Software QA Engineer PonoMusic ",4
"1184",1184,"Graduate Research Assistant University of Maryland, Baltimore Intensive Care Units",10
"1185",1185,"Stem Cell Researcher University of Cambridge, UK Autumn 2014 ",9
"1186",1186,"Software Engineer f5 Networks ",4
"1187",1187,"Java J2ee Lead Marriott International Inc ",6
"1188",1188,"echnical Lead (Python and BigData) avant India Private Limited Project",10
"1189",1189,"seniorJava/J2EE Developer Coca Cola ",5
"1190",1190,"Software Engineer II, QoS feature and Analytics EMC, Global Headquarter",10
"1191",1191,"VBA Programming Consultant ACBJ ",4
"1192",1192,"rainee Intern Qualit√§t Systems ",5
"1193",1193,"Java Developer MECHAENGINERRING SOLUION PV LD ",6
"1194",1194,"Sr .NE Web Developer Selective Insurance Project Name Billing System",10
"1195",1195,"Business Intelligence Analyst Bankers Financial Corporation ",6
"1196",1196,"Senior Software Engineer Samsung Electronics Developed and tested applications for",10
"1197",1197,"Java Developer California Department of Social Services In",8
"1198",1198,"ableau SME/Developer/Admin CLS Bank CLS (originally Continuous Linked",10
"1199",1199,"Senior Software Engineer Comso Inc, RSIS, Wyle Inc ",8
"1200",1200,"Data Analytics Engineer Contata Solutions ",5
"1201",1201,"Senior Software Development Engineer in est Renovate America ",8
"1202",1202,"Software Engineer MarketSharp Software ",4
"1203",1203,"Software Engineer eledyne echnologies Incorporated ",5
"1204",1204,"Author, Practical Data Science Course Packt Publishing ",7
"1205",1205,"Full Stack Developer rueBud ",4
"1206",1206,"Javascript, UI Developer Wolters Kluwer Front End, Middle ier, and",10
"1207",1207,"GIS Analyst Republic Services ",4
"1208",1208,"Python/Selenium Automation Framework Developer Exablox ",6
"1209",1209,"Reliability, Asset, and Planning Engineer Pacific Gas & Electric Company ",9
"1210",1210,"Graduate eaching Assistant Purdue University ",5
"1211",1211,"Android Development Python Matlab SQL MS Office††Activities/Interests† Music",10
"1212",1212,"Consultant, Biomass Pile Management Verdante Bioenergy Services ",7
"1213",1213,"Internship ""SyncPy"" project, Institute of Smart Systems and Robotics ",9
"1214",1214,"GIS Developer AA Services Inc. ",5
"1215",1215,"Web Developer/Designer he Chris Memoli Story Responsibilities†Staying up",10
"1216",1216,"Courier/Radio programming and operator United Radio Communications Inc ",9
"1217",1217,"Software QA Engineer II Sandisk ",5
"1218",1218,"Data Specialist Bright Power ",4
"1219",1219,"Software Development Intern Intellect BPM óè Implemented a more efficient compression",10
"1220",1220,"Software Engineer SRC ",3
"1221",1221,"I Director Call One Lead I operations covering all infrastructure",10
"1222",1222,"Research Assistant RDroid  Responsible for adding memory restriction on current",10
"1223",1223,"Manager GLOBALFOUNDRIES Manage a 2",5
"1224",1224,"senior Java/ J2EE Developer John Deere ",6
"1225",1225,"Graduate Research Assistant University of Michigan ",6
"1226",1226,"Software Engineer Caronet ",3
"1227",1227,"System Administrator Forman Mills, Inc ",5
"1228",1228,"Jr. Python Developer Healthways ",4
"1229",1229,"Javascript/Node.js developer bulkchain ",5
"1230",1230,"Line Service Representative Intern Air Academy Federal Credit Union ",9
"1231",1231,"Geospatial Analyst Geospatial Sciences Center of Excellence  Work on multiple",10
"1232",1232,"Software Engineer J5 Systems ",4
"1233",1233,"Software Engineer Pathfinder Energy Services Developed software for Linux based",10
"1234",1234,"Python / Django Developer Supercare ",4
"1235",1235,"senior Java Developer MVC Architecture ",5
"1236",1236,"Software Developer Next Phase Solutions and Services, Inc ",8
"1237",1237,"I Specialist, I Hardware Refurbisher Self Employed ",7
"1238",1238,"Java/J2EE Developer Proficient Business Systems, Inc. (PROBYS) ",8
"1239",1239,"Software Engineer Intern wo Internships at Dycom Industries Inc o",10
"1240",1240,"Software Developer Frazer Computing, Inc. ",5
"1241",1241,"GIS echnician Department of Defense contractors ",6
"1242",1242,"Data Analyst ",2
"1243",1243,"Sales Associate/Customer Service Virginia Department of Alcoholic Beverage Control",10
"1244",1244,"Software Developer A& ",3
"1245",1245,"Software Engineer Co",3
"1246",1246,"C++ Programming utor, C++ eacher Assistant, Python eacher Assistant Rochester",10
"1247",1247,"Java Developer UNISYS ",3
"1248",1248,"Systems est Engineer II Volcano Corporation ",6
"1249",1249,"Professional poker player ",3
"1250",1250,"I Quality Assurance Intern aco Bell Corporate ",7
"1251",1251,"QA Software Engineer DEKA REASEARCH & DEVELOPMEN ",6
"1252",1252,"Software Developer JPMorgan Chase ",4
"1253",1253,"Software Development Manager M echnologies ",5
"1254",1254,"Senior Java/J2EE Programmer Blue Cross Blue Shield of Michigan",10
"1255",1255,"Role UI/JavaScript Developer Quicken Loans ",6
"1256",1256,"senior Java Developer SUPERVALU INC Project Description:†Enterprise Advantage is",10
"1257",1257,"Java/J2EE Developer CSU, EAS BAY ",6
"1258",1258,"Senior Software Engineer Providence Software Solutions Cary† Developed C++ applications",10
"1259",1259,"Java Web Development Internship Back",5
"1260",1260,"System Administrator Ecoing15 ",3
"1261",1261,"Data Scientist Nexidia ",3
"1262",1262,"Firmware Engineer Seagate LLC ",4
"1263",1263,"echnical Product Manager Data Science, Burning Glass echnologies Product Management",10
"1264",1264,"Chief Information Officer AIESEC in Germany ",6
"1265",1265,"Full Stack Developer, Co",4
"1266",1266,"Application Engineer Google / Adecco Staffing ",5
"1267",1267,"senior Software Engineer Progressive Data Systems ",6
"1268",1268,"Sr Consultant DevOps Engineer Autodesk ",5
"1269",1269,"Business Analyst LatentView Analytics ",4
"1270",1270,"senior Analyst/Web Developer Aspen Capital ",6
"1271",1271,"Associate Cognizant echnology Solutions ",4
"1272",1272,"Computer Programming Instructor Curious",4
"1273",1273,"Python Developer Outbox echnology Develop software solution to replace current",10
"1274",1274,"Python/Django Developer Sendout Cards ",5
"1275",1275,"Software Engineer Waston Innovations at IBM Watson Create automated unit",10
"1276",1276,"CDM Supplemental Instruction Leader Python ",5
"1277",1277,"Research Associate (emporary) Harvard Business School ",6
"1278",1278,"Principal Software Engineer ",3
"1279",1279,"Software Engineer at Context Relevant Band of America Merrill Lynch",10
"1280",1280,"freelance software developer while pursing my undergrad degree Freelancer Use",10
"1281",1281,"Full Stack Web Developer Php python javascript Freelance ",8
"1282",1282,"Intern elecom",2
"1283",1283,"Programming Intern Prescriptive Music ",4
"1284",1284,"Intern Cisco Systems, Inc Developed and tested YCoverage with Python",10
"1285",1285,"Web Designer Python Unity 5 I Web Services University of",10
"1286",1286,"Barefoot Republic Camp & Retreat Center Programming Intern ",7
"1287",1287,"Programming Engineer Micron echnology ",4
"1288",1288,"I Manager Lendingree ",3
"1289",1289,"Software est Engineer HP est lead for DV test team",10
"1290",1290,"Java Developer IBM ",3
"1291",1291,"Consultant Analytics8  echnology:†ó Birst†ó Qlikview†ó Python ",6
"1292",1292,"Mechanical Engineer Nextern, Inc ",4
"1293",1293,"Inside Sales Representative Python Safety ",5
"1294",1294,"Computer Security Engineer RING0 ECHNOLOGIES ",5
"1295",1295,"Java Software Developer General Motors ",5
"1296",1296,"Freelance JavaScript Developer Austin, X Developed JavaScript code for multiple",10
"1297",1297,"Senior Software Engineer Endgame Computer Security, CNO. Worked with compiler",10
"1298",1298,"Scientific Programmer Analyst II Moffitt Cancer Center ",7
"1299",1299,"Manager, Operations echnology Virtu Financial ",5
"1300",1300,"Contract Engineer Northrop Grumman ",4
"1301",1301,"Business Co",2
"1302",1302,"Professional rainee at Advance Computing team OAL E&P USA",10
"1303",1303,"Software Engineer Apex Data Solutions, LLC ",6
"1304",1304,"Software Engineering Intern Performance Software ",5
"1305",1305,"Economically Viable Electroencephalogram Robotic Arm New Jersey Institute of echnology",10
"1306",1306,"senior Network Engineer MobiV ",4
"1307",1307,"Senior Firmware Engineer Global raffic echnologies, LLC Developed real",9
"1308",1308,"Software ester Epic Games Inc. ",5
"1309",1309,"Bash and Python development Republic Wireless ",6
"1310",1310,"senior Engineer Aiscent echnology ",4
"1311",1311,"Software Developer Linbis ",3
"1312",1312,"Quarter Project UCSD Congestion alleviation in networks using fibbing. Designed",10
"1313",1313,"Assistant ing√nieur de recherche recherche ",5
"1314",1314,"Java J2EE Developer Capital One Financial Corporation ",7
"1315",1315,"Senior Java/J2EE Developer NetApp ",5
"1316",1316,"QA Lead WI Department of Finance (DFI) ",7
"1317",1317,"DevOps / Build & Release Engineer DIRECV ",5
"1318",1318,"Python Developer Axillon Group ",4
"1319",1319,"Python Developer Intern NKK Bank ",5
"1320",1320,"senior Java / J2EE Developer Einstein ",5
"1321",1321,"senior Java Developer A& ",4
"1322",1322,"Digistar Programmer, Colgate University Ho ung Visualization Lab  Write programs",10
"1323",1323,"Staff Engineer context relevant inc ",5
"1324",1324,"C Developer Python ",3
"1325",1325,"security guard and concierge Securitas Assisted residents with access and",10
"1326",1326,"DIRECOR OF OPERAIONS RABAR MARKE RESEARCH, INC Reported to the",10
"1327",1327,"I Systems Principle Engineer S Microelectronics ",6
"1328",1328,"Logistics Specialist, Local PC Hardware/Software/Peripheral ech Penske Logistics",10
"1329",1329,"Java Developer SRA International, Inc ",5
"1330",1330,"Python Mentor hinkful ",3
"1331",1331,"IBM Rational Software Architect Office of Attorney General ",8
"1332",1332,"Python Developer Value Options Inc ",5
"1333",1333,"Data Analyst/Investigation Specialist Amazon.com, Inc ",7
"1334",1334,"Seamen Apprentice US Navy ",4
"1335",1335,"Satellite Controller Adecco at Skybox Imaging + Google ",7
"1336",1336,"Electrical Engineer Chronicle ",3
"1337",1337,"Data Analyst ",2
"1338",1338,"Senior Product Manager Coverity ",4
"1339",1339,"Java Developer BackboneJs, NodeJs HML. (4.0 & 5), XML, CSS",10
"1340",1340,"Linux/Unix Admin Apple ",4
"1341",1341,"rainee Cisco Skillzone ",3
"1342",1342,"Java Developer ata Consultancy Services Limited ",6
"1343",1343,"Senior C++ Developer Chicago rading Company ",6
"1344",1344,"Senior Instructor Hackbright Academy ",4
"1345",1345,"ola Intern Mercy Corps ",4
"1346",1346,"Juin √† Ao√ªt D√veloppeur scripts python / Stagiaire Institut Inter",10
"1347",1347,"Java/J2EE Consultant Zappos, NV Responsibilities:† Assisting in company wide",10
"1348",1348,"Hadoop Developer Syntel ",3
"1349",1349,"Senior QA Engineer Google ",4
"1350",1350,"Lead Software/Firmware Engineer ALLEGION USA ",6
"1351",1351,"Java/J2EE Developer Bank of America ",6
"1352",1352,"Software Engineer III Global Analytics India Pvt. Ltd ",8
"1353",1353,"Python Open stack Developer CII Group ",6
"1354",1354,"eam Member (Developer/ ester) GoShare ",5
"1355",1355,"Java Developer www.maslennikov.us ",5
"1356",1356,"Node.js",2
"1357",1357,"Python utor Wheaton College Norton, MA† Provided one on one",10
"1358",1358,"Java/J2EE Developer oysRus ",4
"1359",1359,"Software test automation engineer Cisco Systems Develop test plans, configure",10
"1360",1360,"Programmer Analyst Cognizant echnology Solutions rained in C++, Java, UNIX",10
"1361",1361,"Senior EL Oracle/Python/Unix/Linux Developer Open at this",10
"1362",1362,"I Architect IBM ",3
"1363",1363,"Senior Lead Automation Engineer ",4
"1364",1364,"Devops Engineer Slice ",3
"1365",1365,"stock picker ClojureScript and Google Closure implemented in python and",10
"1366",1366,"Python tutor Georgia Institute of echnology ",6
"1367",1367,"Mechanical Engineering Intern Jet Propulsion Laboratory, NASA ",7
"1368",1368,"Python utor Self",3
"1369",1369,"Senior QA Engineer Dolby Laboratories Software Engineer†United States (USA",10
"1370",1370,"INDEPENDEN JAVA SUB",3
"1371",1371,"Senior Application Support Analyst Accenture ",5
"1372",1372,"Ecommerce Fulfillment Manager Bike Shop Hub ",6
"1373",1373,"eaching Assistant St. Edward's University HHMI funded class about",10
"1374",1374,"Intern Ernst & Young, LLP ",4
"1375",1375,"Consultant University of Rhode Island ",5
"1376",1376,"Software Developer Website Pipeline ",4
"1377",1377,"Member Engineering Staff Artificial Intelligence Laboratory, Lockheed Martin Advanced echnology",10
"1378",1378,"Java Developer Infosense Services ",4
"1379",1379,"h CEH, PYHON û S√curit√/est de vuln√rabilit√: S√curit√ et diagnostic",11
"1380",1380,"Senior Instructor Hackbright Academy ",4
"1381",1381,"Python Web Developer at eMagin group Web Hosting / Design Agency",10
"1382",1382,"Senior Java/AngularJS Software Engineer (Consultant) Biogen ",7
"1383",1383,"WordPress Web Developer MCM Services Group, LLC ",7
"1384",1384,"Student echnical Assistant Middlesex County College Description: Provide technical support",10
"1385",1385,"Software Engineer EMC ",3
"1386",1386,"Java Developer Sirius Computer Solutions Provide maintenance and enhancement for",10
"1387",1387,"Graduate Research Assistant doctor erri S. Hogue ",7
"1388",1388,"Research Assistant University of Montreal ",5
"1389",1389,"D√veloppeur python en tant que technicien informatique Celad (SSII). Cr√ation",10
"1390",1390,"Research Developer ",2
"1391",1391,"Stage au Centre de recherche Henri udor Python Each",9
"1392",1392,"Phytoplankton Population Modeling ",3
"1393",1393,"Developer Intern at Doolli Buffalo, NY Worked with a team",10
"1394",1394,"Ing√nieur √tudes et d√veloppement Orange ",5
"1395",1395,"Software Engineer II Microsoft ",4
"1396",1396,"Data Scientist ASSERO SERVICES, PENNSYLVANIA  Use quantitative and predictive analytics",10
"1397",1397,"Senior Software Engineer Pure Storage ",5
"1398",1398,"Ruby / Javascript Developer CLM Group Design of real",8
"1399",1399,"Programming Internship KFG ",3
"1400",1400,"Java/ J2EE Developer Wells Fargo ",5
"1401",1401,"Database/Data Management Procter & Gamble ",5
"1402",1402,"seniorHadoop Developer ConAgra Foods ",4
"1403",1403,"SLO, CA, Co≠founder, Hardware Engineer Upward Automation Upward makes",10
"1404",1404,"Software Engineer Frederic Printing ",4
"1405",1405,"Undergraduate Research Assistant Gallant Lab o Wrote a Blender add",10
"1406",1406,"Customer Service ech/ Patient Ordering/ Sapphire Programming Diamond Drug Pharmacy",10
"1407",1407,"Industrial Design Intern Python Industrial Design†",6
"1408",1408,"Student Research Assistant Network Systems and Optimization Laboratory, New Mexico",10
"1409",1409,"Database Support/Application Support MetiSpace echnologies ",6
"1410",1410,"Accelerator Engineer Proton herapy Center ",5
"1411",1411,"echnology Developer and Analyst, Summer Intern Bank of America, One",10
"1412",1412,"Lead Backend Developer SIRPLAE ",4
"1413",1413,"Django Developer Intern at reatSpace Python Developing and working on",10
"1415",1415,"Research Assistant New York University, Department of Physics ",8
"1416",1416,"Software engineer OA Checkpoint Systems, Inc ",6
"1417",1417,"Freelance Software Developer Evan Siroky Responsibilities†I do contract work",10
"1418",1418,"System Administrator / Designer / Programmer RULRASAR INC. ",6
"1419",1419,"Java/J2EE Developer Diageo ",4
"1420",1420,"Java/J2EE Developer PNC Bank ",5
"1421",1421,"Java developer State Street Corporation ",5
"1422",1422,"eacher of Physics and Python Saint Joseph Notre Dame ",9
