"","id","job"
"717",717,"Senior Software Engineer
-Later- - NJ
Responsibilities •    12+ years of professional experience in object oriented, concurrent, distributed, database & embedded technologies. •    Well aware of standards of SDLC, healthcare, medical devices s/w - ISO/IEC, IEEE & FDA. •    In depth knowledge of Data Structures, Algorithms & Cryptography. •    Good knowledge in internals of Operating systems, Database & Networking, operation of microcontrollers & peripherals. •    9+ years of experience in C++/STL, 5+ years in C#/.NET, 3+ years in Python, 6+ years with MS SQL database. •    Over 8 years of experience in developing in Windows, 5+ years in Linux/UNIX, 4+ years in Embedded OS’s. •    Over 6 years of experience with complete SDLC by participating in requirements gathering, architecture, design and well experienced in implementation, code review, change management, unit testing, production support, maintenance & enhancements - by adhering to quality policies. •    3+ years of experience in leading sub teams, module level estimations & 6+ years in technical mentoring. •    Trained & familiar with High Performance Systems of multiprocessor, parallel architectures (MPI). •    Enjoy staying tuned on latest sci-tech developments.  Skills:  C 99, C++ 11, C# 5.0, Python, Assembly language (x86 & 8051) & Shell scripting. STL (also thread safe), .NET 4.5, WinRT, Win32, CryptoAPI, Boost, ATL, COM, POSIX, OpenGL & OpenMP. WPF, WF, MFC, HTML 5, Angular JS & CSS. Sockets, WCF, TCP/IP, HTTP, CGI, FTP, SOAP & REST. ThreadX, Nucleus plus, Android, ARM Cortex, Altia, TRACE32, interfacing to motors, CAN, I2C, SPI, USB. Familiar with gpio, FPGA (Xilinx) & PLC (Siemens). Windows XP to 8, NT, 2000, Linux & UNIX. Microsoft SQL Server till 2012, Entity Framework, XML & related technologies. Expert in design, stored procedures & triggers. Familiar with SSIS, SSRS & ETL. OOAD, UML, Design patterns & [Linear Algebra & Image processing] Visual Studio, Qt, TFS, Rational Architect, Git, gdb, AQtime, Valgrind, DTrace, Boost Test Library, LogAnalyzer. Healthcare, Medical Devices, Engineering Modelling & Design, Industrial Automation.
"
"718",718,"Java/J2EE Developer
Client -Delphi Automobile
DESCRIPTION: The Pennsylvania department of transportation has requested Delphi to upgrade the existing MS Access DB and interfaces that allow tracking of the candidates that are taking courses and exams for the emission of the inspector or repair technician certificates by the Pennsylvania Department of Transportation. RESPONSIBILITIES:  • Supply PennDOT with the reports showing the new or recertified emissions inspectors and new certified repair technicians • Print the appropriate ID cards and certificates to be mailed to the inspectors and repair technicians • Runs a report to show inspectors expiring within the next ninety days so that reminder post cards can be mailed to them. • Used the Jasper iReport tools to design and build the Report. • Requirement gathering, Design and Development • Analysing the functionality and building. • Build and deployment of Application. • Reviewing the code - IQA, EQA. • Interface Integration Development of PennDOT application. • Involved in high level integration testing. • Used the Angular JS to minimise the coding effort. • Angular JS gives the flexibility to customise better way. Environment: Windows 7 Hosted On Azure Platform, Java 1.7, J2ee, HTML, XML, Primaface, JPA, Jasper Report, Angular JS, SVN Control Software IDE: Eclipse Luna
"
"719",719,"Practicum Technical Lead
UNC Health Care System - Chapel Hill, NC
Responsibilities Currently using statistical methodology to leverage large volumes of hospital records and patient-reported free text response survey data in order to improve patient health, safety, and satisfaction outcomes via analytical models  Skills Used Python, SQL, SAS, Enterprise Miner, Big Data, Analytics
"
"720",720,"Big Data/Hadoop Developer
Cardinal Health - Columbus, OH
Responsibilities: • Worked on Hadoop cluster running CDH4.4. • Worked with highly unstructured and semi structured data of 2 Petabytes in size. • Involved in full life cycle of the project from Design, Analysis, logical and physical architecture modeling, development, Implementation, testing. • Created Hive Tables, loaded transactional data from Teradata using Sqoop. • Developed MapReduce (YARN) jobs for cleaning, accessing and validating the data. • Created and worked Sqoop (version 1.4.3) jobs with incremental load to populate Hive External tables. • Developed optimal strategies for distributing the web log data over the cluster importing and exporting the stored web log data into HDFS and Hive using Sqoop. • Extensive experience in writingPig (version 0.11) scripts to transform raw data from several data sources into forming baseline data. • Implemented HiveGenericUDF's to incorporate business logic into Hive Queries. • Analyzed the web log data using the HiveQL to extract number of unique visitors per day, page views, visit duration, most visited page on website. • Integrated Oozie with the rest of the Hadoop stack supporting several types of Hadoop jobs out of the box (such as Map-Reduce, Pig, Hive, and Sqoop) as well as system specific jobs (such as Java programs and shell scripts) • Creating Hive tables and working on them using Hive QL. • Designed and Implemented Partitioning (Static, Dynamic), Buckets in HIVE. •  Involved in End-to-End implementation of ETLlogic. •  Developed syllabus/Curriculum data pipelines from Syllabus/Curriculum Web Services to HBASE and Hive tables. • Worked on Cluster co-ordination services through Zookeeper. • Monitored workload, job performance and capacity planning using Cloudera Manager. • Involved in build applications using Maven and integrated with CI servers like Jenkins to build jobs. • Exported the analyzed data to the RDBMS using Sqoop for to generate reports for the BI team. • Worked collaboratively with all levels of business stakeholders to architect, implement and test Big Data based analytical solution from disparate sources. • Involved in Agile methodologies, daily scrum meetings, spring planning.  Environment: Hadoop, HDFS, Map Reduce, Hive, Pig, Hbase, Sqoop, Oozie, Maven, Shell Scripting, CDH.
"
"721",721,"Java developer
Charlotte, NC
Responsibilities: • Designed and Developed the Front end Screens using Springs, JSP, JSTL, jQuery, HTML and JavaScript. • Designed the component functionality using Springs, Servlets and JSP • Wrote java utility classes common for all of the applications • Worked with Action Servlet, Action Form and Custom Tags. • Deployed the application using WebSphere Application Server • Developed JSF components to support user entry values • Worked with JAXP for parsing XML documents • Worked with JMS to create, send, receive and read messages between application components • Implemented Data Access Object, Session Façade, Data Transfer Objects design patterns • Wrote code to marshal and un-marshal the xml content. • Used Web services (SOAP) for transmission of large blocks of XML data over HTTP • Configured and managed Tomcat 4 Servlet Container • Worked with IBM Clear Quest for bug fixing and feature tracking • Implemented Web Services using Apache Axis • Performed unit testing using JUnit Environment: Springs, JSP, Servlets 2.4, JavaScript, HTML, J2SE 1.4, XML,  JAVA , Apache 1.3 HTTP server, JEE 5, Tomcat 4 Server, Apache Axis, JUnit 3.0, Maven 2.0, JDBC, Windows 2000and Oracle 9i, Oracle Application Server
"
"722",722,"Engineer-Software
Rockwell Collins - Hyderabad, Andhra Pradesh
Project:​  737MAX (Software Developer).  Client:​ Boeing.  ● Developed software models using Matlab and C.  ● Wrote scripts using XML and Python.  ● Worked under the agile approach in the project.  ● Successful track record of mentoring and handling client meetings.  Project: RTSA(Software Tester). Client: Pro Line Fusion ● Worked on the Software Development Life Cycle of the project. Was a key contributor in developing test scripts based on C and Python. ● Worked on Validation and Verification as per DO-178 B (DAL A and B). ● Worked on automation of performing dataload of avionics software, generation of python test scripts and automation of verification of ARINC429 data on AFDX to eliminate manual intervention in verification environment.
"
"723",723,"Senior Java Developer
Service Control Engine - Cisco, CA
Description: The Cisco Service Control Engine (Cisco SCE) platform supports classification, analysis, and control of Internet or IP traffic; all of which it achieves through the use of deep packet inspection (DPI) The Cisco Service Control solution enables service providers to create profitable new revenue streams while capitalizing on their existing infrastructure. Using Cisco Service Control, service providers can analyze, charge for, and control IP network traffic at multi gigabit and 10-gigabit wire line speeds. The solution also provides the tools needed to identify and target high-margin content-based services and enable their delivery.  Responsibilities: ➢ Designed and developed features Subscriber Manager, DHCPLQV6 Leg, Radius Listener Leg and SOAP Leg using JavaSE. ➢ Developed the Application Module using several design patterns like Singleton, Factory, DAO. ➢ Implemented Soap based web services. ➢ Designed Hibernate entities that map data base tables, implemented inheritance strategies using Hibernate inheritance strategy. ➢ Implemented search functionality, filtering, pagination using Hibernate criteria Query interfaces. ➢ Developed test suite framework and regression tests for rules and alerts engine, recovery engine, object manipulation functionality, import/export engine and user-defined function handling using JUNIT ➢ Developed the application on Web logic Server environment ➢ Used  Cisco defect and Enhancement Tracking system for defect tracking. ➢ Customer Support ➢ Using Agile development methodology ➢ Code Review and Mentoring junior development staff. ➢ UAT support and bug fixing.  Environment: JavaSE, Hibernate 4.0, Soap web services, Networking, Times Ten DB, Oracle 10g, web logic, JUnit, Maven, Log4j.
"
"724",724,"Java Developer/Software Engineer
Online Tool to Create Ad for LIFE TECHNOLOGY
Java Developer/Software Engineer Online Tool to Create Ad for  LIFE TECHNOLOGY, CA USA  (Client) (April 2014 – Jan 2015)  The web site currently provides an access to a collection of resources, including ""Create Your Confession Ad"", online food tips, household appliance information, and other Internet services. The services include advertisements and that these advertisements are necessary for GE to provide the Service.  Through Kitchen Confessions, worldwide public cancreate their ads from their kitchen. People can create ad, view the ads from gallery, vote the ads, forward the ads to their friends and can report any ad as offensive if they feel there has been a bad language used in the ad.  There is an admin module which is authorized only to certain Samsung Appliances people who can review the ad, approve the ad to show the public and can reject the ad.  This application is using a flash screens for rich look and feel  Responsibilities: •    Analyzing the business requirements from the client and designing the Technical Specification for architect's revie •    Created the packages, stored procedures, functions using Oracle PL/SQL for data storage and business reports. •     Imported the data from MySQL database to flat file and written SQL Loader scripts to load the flat file data into Oracle database. •    Since this is a small application, I have provided scripts to DBA for database creation. •    Used Explain Plan for analyzing performance for database objects, tuning and optimizing the PL/SQL code. •    Written shell scripts for secure key generation between the 2 servers for Java to use Secure Copy Protocol through Application server to access images from different server. •    Involved in test case preparation along with business users. •    Used Hibernate persistence framework on the backend over Oracle 10g and postgre database.  •    Unit testing in development environment and close interaction with system test and user acceptance team to complete technical and functional testing.  Environment: Java, PL/SQL, Oracle 10g Express, Flash and XML
"
"725",725,"Embedded Engineer
Nokia Siemens Networks - Arlington Heights, IL
A highly enthusiastic software professional holding master degree with more than 5+ years of experience in embedded software development lifecycle.  •      Embedded software development life cycle that includes Software design, development, debugging, testing and Scrum Methodology. •      Embedded Linux development entities like board bring up, Board support Package, Device driver development and C/C++ code development / bug fixes. •      Good Exposure to Linux internals. •      Experienced in debugging drivers like I2C, SPI on Linux. •      Good experience in development, interface & testing in embedded firmware, lower level programming and application. •      Extensive experience on Version control system like GIT and SVN. •      Good Knowledge in Multithreading, IPC mechanisms and GDB debugging in Linux Environment. •      Quick learner and excellent team player having ability to meet tight deadlines and work under pressure. •      Interested and open to learn new technologies & skills.  Skill Set:  Programming Language: C, C++. Hardware Environment: Free scale P1020, OMAP44XX, ARM RTOS: Embedded Linux, Android Operating System: Fedora, Ubuntu, Centos, Scientific Linux, Red-Hat & Windows Compilers: GCC, GNU Make files and Cross-compilers Development tool: Eclipse, Android SDK, ADB and Android Studio Debugging tool: GDB and valgrind Tracking Tool: Jira, Red-Mine, Fisheye Bus Protocol: I2c, SPI, PCI, GPIO and USB Networking Protocols: TCP, UDP and LTE Scripting Languages: Shell Scripting, Perl and Python
"
"726",726,"Sr Java Developer
TMX Finance - Carrollton, TX
Carrollton, TX        May  2015 - Present TMX LOAN /POS Applications  Worked on TMX Online and Point of Sale applications for customer onboarding and complete provisioning process for providing loans to customers from Stores.  Loan applications consists of various web application and are built and integrated using Microservices architecture and consists of various applications like Onboarding Customers, ACV, Loan Process, Store setup and management.  Role: Sr Java Developer Technologies: Sprint boot, AngularJS, Rest Web services, JPA, Bower, NPM, Drools, Redis, Eclipse, Oracle, Agile Methodology, Tomcat, TFS, GIT, JDK1.6/JDK1.8, JSP, HTML, CSS, AJAX, JavaScript, Maven, Mockito, OSGI/Karaf, Altova XSLT transformation tool Roles/Responsibilities: • Work as a Sr. Developer/Lead on ongoing development and maintenance of the application including requirement analysis and development. • Worked as a developer on writing REST web services, JPA, AngularJS code. • Worked on Drools Engine for Rules setup. • Worked on Docusign Paperless project for generating PDF and documents for esigning. • Writing Junit test cases for applications. • Work with business to understand requirements and deliver the solution. • Providing production support.
"
"727",727,"Title - Sr. Java Developer
United Services Automobile Association - San Antonio, TX
Project - Core Blue Description - Core Blue is an enterprise associate sales tool providing a workflow Core Blue application was created to assist sales associates (Blue shirts) with converting shopper non-buyers into buyers. It supports a more consultative sales experience by enabling the Blue shirts to more easily research product pricing, availability, fulfillment options, and sales data in a single location.  Responsibilities: • Work with Business Analysts, Architects and Management to recommend future application solutions. • Developed Web pages using Spring, Apache wicket, Ajax, css and JavaScript. • Created REST web services using Rest Easy API. • Developed PDF generator and barcode generator using flying-saucer API and barbeque API. • Created web service client using Spring REST Template. • Implemented backlog items and defect fixes in iteration. • Interacting with external teams on services issues. • Interacting with BA's on requirements and user stories, backlog items. • Collaborating with Business Analyst, Solution Architect and Application Architect team members to diagnose and resolve complex defects identified throughout testing phases. • Mentoring and assisting team members and junior developers with the code, unit test and delivery of assigned features. • Developed Junit Test Cases using Easy Mock API. • Implemented Google analytics for the application.  Environment: Core Java , J2EE 1.6,  HTML, CSS, AJAX, JQuery, Angular, JSP 2.1, Apache Wicket, Spring , Web Services, RESTful, RestEasy, XML 1.0, UML 2.0, EasyMock, Weblogic, Spring STS, Maven ,  GIT , SoapUI and putty.
"
"728",728,"Sr. Java/J2EE Developer
BCBS - Fargo, ND
Responsibilities • Analyzed business requirements and existing software for High Level Design. • Worked in an agile development process, monthly Sprint and daily Scrum. • Used spring framework for building the application based on MVC design paradigm. • Used Springs AOP to implement security, where cross cutting concerns were identified. • Developed JSPs, Servlets and custom tags for creating user interfaces. • Developed Business logic with the help of Spring and Data Access was implemented using Hibernate. • Developed SQL queries and executed them by using JDBC Template provided by Spring. • Developed HQL queries to retrieve data using Hibernate. The Data Manipulation operations were implemented using Hibernate Template provided by Spring • Implemented OR Mapping with the tables in the Oracle database for one-to-one relation and many-to-one relation with the tables • Developed REST services using Spring and Used JAXB API for XML parsing. • Did Packaging and Deployment of builds through ANT script. • Test Driven Development (TDD) approach was utilized and the test coverage was always maintained and validated using Clover and Cruise Control. • Created LDAP services for user authentication and authorization. • Web logic Application Server is being used as the Business Service Tool in middle tier. • Worked with NoSQL database MongoDB and worked with it to perform many different operations • Used Log4j for tracking the applications and Used Harvest as version control tool and Clear Quest for defect management. • Consumed and created REST Web services for Quick Quote Details • Involved in exposing, consuming and packaging Web services using Spring Framework • Involved in the code review process and updating the best practices document. • Conducted Testing and Evaluation of projects at established integration points to assess progress and identify key functionality issues.  Environment: Java 1.6, Jersey REST, Web logic, Oracle 11, Spring MVC, IOC, Spring AOP, Hibernate, Scrum, NoSql, ANT, SVN, Jdeveloper, Putty.
"
"729",729,"Sr. Java Developer
CapitalOne - McLean, VA
CapitalOne is one of the secured financial institutions that serves huge domain of customers. Bank offers various financial and banking services to its customers. The current application (Personal Loans) is a web-based project, which is developed from scratch. In this project all the CapitalOne customers are pre-approved for some loan amounts. Here the loan amount can be negotiable based on their Credit Scores.  Responsibilities: • Involved in gathering and analyzing business requirements and converting them into technical specifications. • Developed user-friendly web-based GUI using AngularJS, JavaScript, CSS, HTML, and NodeJS. • Worked on developing the backend part of the application involving Spring, Hibernate 3.2 and Rest Web Services. • Used Hibernate for Object Relational Mapping. • Developed SQL queries and Stored Procedures for retrieving the data from several databases. • Developed MAVEN scripts to build and deploy the application onto Application Server and ran UNIX shell scripts and implemented auto deployment process. Used Maven as the build tool and is scheduled/triggered by Jenkins (build tool). • Used tools like PMD, Checkstyle, SONAR for managing and monitoring coding standards, code complexity and code coverage. • Wrote JUnit test cases to test business logic. • Write Jasmine Unit Test for JS modules and generate coverage reports. • Used SOAP UI to test the web service API calls. • Used Git as version control to check in the code, Created branches and tagged the code in Git. • Used Log4j framework to log/track application. • Agile methodology was adopted in the development. This includes daily Scrum. • Responsible for Development, Bug fixing and maintenance of application.  Environment: JDK 1.7, Spring Tool Suite STS, Windows 7, Core Java, J2EE, AngularJS, Spring, Hibernate, Unix, REST Web Services, SOAP UI, Maven, Apache Tomcat, PostgreSQL, JUnit, Git, Agile, VersionOne, JavaScript, CSS, Html, WebStorm, Jenkins, Jasmine, SONAR, Log4j.
"
"730",730,"Java/J2EE Developer
CITI Group - Charlotte, NC
Citigroup Inc. or Citi is an American multinational banking and financial services corporation headquartered in Manhattan, New York City.  The project deals with customer credit card system. Also helps customers to view their statements, search transactions, download statements, download transactions, view the recent transactions and can do the balance transfers online. The project Online Investment Service (OIS) was designed to facilitate trading in short term paper (Mutual funds, Repos, CDs, Commercial Paper, CRA, and Time Deposits) for high net worth corporate and individual customers. The system comprised Trading desks that were created internally (logical entity) to handle region specific customers and business entities namely Broker were created to provide an interface for the clients to place orders. • Involved in developing modules in Javato create cases based onvarious visual charts like bar/line charts using freecharts frameworketc. • Implemented Servlets to act as Front Controllers for the application to forward various user requests to the appropriate business service layers. • Implemented the Tracking of Visitor Count using Servlets and then storing access information in the database. • Implemented various design patterns like DAO Data Access Object and Singleton Design Pattern. • Developed a module for searching file records for consumers to search various cases and view them appropriately. • Implemented Admin modulefor generating reports relating to various accounts and their service usage report. • Data persistence is being done using DAO layer interacting with SQL-Server database. • Performed Client Side Validations using JavaScript. • Developed Customs tags to display dynamic contents and to avoid large amounts of java code in JSP pages. • Implemented Test Driven Development for the application so that all the java code is unit tested • Managed build and dependency of various modules frameworks using Maven. • Logged the results using Log4jfor debuggingthe application. • Version Control of the source code is being achieved using CVS. Environment:Java 1.7, Servlet, JSP, Struts, Ajax, Xml, Tomcat 7.x, Microsoft SQL- Server, Javascript, Eclipse 4.x, SQL, PL/SQL, Log4j, Maven, Linux, Windows.
"
"731",731,"Sr. Java Developer
CapitalOne - McLean, VA
CapitalOne is one of the secured financial institutions that serves huge domain of customers. Bank offers various financial and banking services to its customers. The current application (Personal Loans) is a web-based project, which is developed from scratch. In this project all the CapitalOne customers are pre-approved for some loan amounts. Here the loan amount can be negotiable based on their Credit Scores.  Responsibilities: • Involved in gathering and analyzing business requirements and converting them into technical specifications. • Developed user-friendly web-based GUI using AngularJS, JavaScript, CSS, HTML, and NodeJS. • Worked on developing the backend part of the application involving Spring, Hibernate 3.2 and Rest Web Services. • Used Hibernate for Object Relational Mapping. • Developed SQL queries and Stored Procedures for retrieving the data from several databases. • Developed MAVEN scripts to build and deploy the application onto Application Server and ran UNIX shell scripts and implemented auto deployment process. Used Maven as the build tool and is scheduled/triggered by Jenkins (build tool). • Used tools like PMD, Checkstyle, SONAR for managing and monitoring coding standards, code complexity and code coverage. • Wrote JUnit test cases to test business logic. • Write Jasmine Unit Test for JS modules and generate coverage reports. • Used SOAP UI to test the web service API calls. • Used Git as version control to check in the code, Created branches and tagged the code in Git. • Used Log4j framework to log/track application. • Agile methodology was adopted in the development. This includes daily Scrum. • Responsible for Development, Bug fixing and maintenance of application.  Environment: JDK 1.7, Spring Tool Suite STS, Windows 7, Core Java, J2EE, AngularJS, Spring, Hibernate, Unix, REST Web Services, SOAP UI, Maven, Apache Tomcat, PostgreSQL, JUnit, Git, Agile, VersionOne, JavaScript, CSS, Html, WebStorm, Jenkins, Jasmine, SONAR, Log4j.
"
"732",732,"UI Developer
Harley Davidson-WI
Responsibilities: • Involved in development of User Interface using HTML/HTML5, CSS/CSS3, JavaScript, and jQuery, AJAX, JSON, Bootstrap and Angular JS. • Involved in writing application level code to interact with APIs, Web Services using AJAX, JSON and XML. • Debug the application using Firebug to traverse the documents and manipulated the Nodes using DOM and DOM Functions. • Created reusable templates and style sheets based on UI standards and guidelines; Performed functional tasks using specifications and wireframes. • Coordinate with Interface Design Architects for meeting accessibility standards at code level. Participate in the team on agile development cycle. • Worked on creating responsive website for smart devices using Responsive design and media queries. • Produced content pages with CSS3 layout and style mark up presentations and also used JavaScript methods and properties. • Used AJAX to implement front end /user interface features in the application. • Worked with Internal Clients for business objectives, project scope and the requirements of the project. • Actively participated and provided feedback in a constructive and insightful manner during weekly Iterative review meetings to track the progress for each iterative cycle and figure out the issues. • Ensured site design integrity and quality control consistency throughout the project's lifecycle. • Performed Usability testing, Unit testing and Integration testing and resolved the cross browser, cross platform, version compatibility issues and integration issues in XHTML, CSS, DOM and JavaScript.  Environment: HTML/HTML5, CSS/CSS3, AJAX, JavaScript, JSON, XML, jQuery, Angular JS, Bootstrap, Windows 7 & XP.
"
"733",733,"Technical Lead / Architect
BLOOMBERG LP - New York, NY
Multi Asset Risk System: Cross asset derivative portfolio system for pricing and analytics. This is a high available, low latency system that supports millions of client transactions per day. The system was built from scratch using a combination of C++, Java, and Python based services. Open source technologies like Memcached, Hadoop, Hbase and Oozie were used in the backend to make the system more efficient. Jenkins was used for build automation. I played a lead role in gathering business requirements, system architecture, implementation, quality control, deployment and project management.  Financial Information Snapshots: The goal of this product is to leverage open source technologies like Hadoop and Hbase to solve big data problem with financial data. The product also bridges the gap between proprietary Bloomberg architecture and open source systems. Built RESTFul API in Python for WebHDFS and Oozie sub systems.  Internal Systems: A division that is responsible for managing all of Bloomberg's client information and interactions. Work done here focuses on developing new algorithms to enhance client's user experience. Worked for Exchange Compliance Group which is responsible for enforcing compliance guidelines issued by the legal department to all customers using trading products on the terminal. Worked for Exchange Support Group that is responsible for managing real-time exchange usage on Bloomberg Terminal.
"
"734",734,"Director, Business Intelligence
Prosper Marketplace - San Francisco, CA
Responsibilities Hired to build the analytics function for the Business Intelligence team at Prosper. Worked with various business functions (Marketing, Finance, Product, IT, Engineering, Risk, Operations) to collect requirements and implement solutions for data, reporting, and analytics. Created standardized dashboards with SQL, Tableau, Python and R to inform and drive optimization and strategy.  Recruited and coached analysts.
"
"735",735,"Research Assistant
University of Michigan Health System
• Working as a part of team developing sensors for the Europa mission. I am involved in analysis and visualization of data from the sensors and also writing machine learning algorithms for noise reduction. • Tools/Techniques: Python ( Pandas, Numpy, Matplotlib)
"
"736",736,"Senior Software QA Engineer
ACCRIVA DIAGNOSTICS - San Diego, CA
San Diego, CA        2013-8/2014 Accriva Diagnostics was recently formed when by ITC in New Jersey purchased Accumetrics in San Diego. The newly formed company develops and manufactures instruments and related disposables that measure whole blood characteristics such as platelet reactivity, anti-coagulation, and oxygenation. Senior Software QA Engineer Responsibilities include writing, reviewing, and executing software protocols for existing products and those currently in development; managing Software Change Control Board meetings; authored Software Change Control SOP; authored Software Requirements document for VerifyNow QC software. Currently member of two integration teams formed to manage the move and merger of ITC and Accumetrics products, manufacturing equipment, and quality systems to new a San Diego location.
"
"737",737,"Sr. Java/J2EE Developer
Bank of America - Charlotte, NC
Responsibilities • Worked on Agile Rally dev for define user stories, tasks and defects. • Developed Transaction tracking application for profit centers using Spring MVC, Angular-JS, Angular-UI, Html, Bootstrap, CSS, Javascript and Jquery. • Developed Batch jobs using Spring Batch to process transaction data. • Developed user stories using Core Java and Spring and consumed Rest web services exposed from the profit center. • Worked on SOAP UI for testing request/response client internal/external web service and outbound internal/external web services. • Developed Apache Camel routes and defined JMS endpoints for message processing and routing. • Used Jackson for converting json to domain object and domain to json vice versa. • Worked on Web Logic 12c for deployed interface modules and used Oracle 11g for persist the data getting from external system (Amdocs) • Used JUnit framework for unit testing of client inbound and outbound web services and Log4j 1.2 to capture the log that includes runtime exceptions. • Worked on Crucible is a web-based application for managing code reviews. • Configured Hibernate's second level cache using EHCache to reduce the number of hits to the configuration table data • Used JUnit framework for unit testing of application and Log4j to capture the log that includes runtime exceptions. • Used JAX-RPC Web Services using JERSEY REST to process the application for the customer • Developed Web services for sending and getting data from different applications using REST, such as Loan Applications, to transfer data from Branch Server to Head Office Server, then used SAX and DOM XML1.1 parsers for data retrieval. • Used SVN for version control and used eclipse as the IDE for developing the application. • Used oracle as backend database using Windows OS. Involved in development of Stored Procedures. • Used Maven for create the project archetype and build the interface modules for create war and ear files. • Managed the development team at offshore and provided necessary information and artifacts. • Supported Testing Teams and involved in defect meetings. • Deployed the application on a WebLogic server on a UNIX platform.  Environment: Agile, Core Java 1.7, Spring 3.2, Spring MVC, Jenkins, Angular-JS 1.3, Angular-UI, Html, Bootstrap 3.3, CSS, Javascript, Jquery 1.8, SOAP UI, Apache Camel, JMS, Jackson, Web Logic 12c, Oracle 11g, JUnit, Log4j 1.2, Crucible, EHCache, JERSEY REST, SVN, eclipse, Maven 3.1.
"
"738",738,"Senior Java Developer
Blue Cross Blue Shield (BCBS) - Chicago, IL
Sr. Java Developer Responsibilities: • Created interactive web pages and applications by usage of HTML, CSS, Angular JS and JQuery.  • Called Rest web services through Angular js services to get JSON Object and modified the response object to display in UI. • Used test driven development approach for application development. • Used angular js filters for filter functionality in search box and Iterator functionalities. • Created and modified the CSS classes to change look and feel. • Used JQuery Selectors to show and hide the particular content. • Called the restful web services to get the JSON object (Response) and manipulated the JSON Object to display the response in the webpage. • Added security for service layer methods using Spring Security. • Developed the application using Eclipse 3.5 as the IDE and used eclipse standard/plug-in features for editing, debugging, compiling, formatting, build automation, test case template generation, mutator/accessor code generation, and version control (SVN) • Involved in the JMS Connection Pool and the implementation of publish and subscribe using Spring JMS. • Involved in creating the Hibernate POJO Objects and mapped using Hibernate Annotations. • Used Hibernate, object/relational-mapping (ORM) solution, technique of mapping data representation from MVC model to Oracle Relational data model with a SQL-based schema. • Used the Rest Templates in the spring services to call the rest web services. • Created the spring Bean Factory for initializing services. • Extensively used the LOG4j to log regular Debug and Exception statements. • Configured faces-config.xml and application context.xml for JSF and Spring AOP Integration. • Built rich client facing UI interface using JSF and Rich Faces through which business users verify the risk price quotes and make adjustments to them. • Primarily focused on the Spring components such as Dispatcher Servlets, Controllers, Model and View Objects, View Resolver. Used Design Patterns such as Singleton, Business Delegate, Session Facade, Service Locator, Simple Factory Pattern, . Data Transfer Object • Used Web Services (SOAP & WSDL) to exchange data between portal and other modules of BCBS. • Involved in creation of Low Level Design including sequence diagrams and class diagrams to understand the existing architecture. • Involved in the integration of Spring for implementing Dependency Injection (DI/IoC) . Developed code for obtaining bean references in Spring IoC framework. • Involved in development of SOAP Webservices using Apache Axis2 to extract client related data from databases. • Involved in writing Oracle PL/SQL Stored procedures, triggers, views. • Hands-on experience with Spring, Spring Data, Spring Integration, Spring Drools, Hibernate/iBatis framework • Developed ANT scripts to build and deploy the application in the JBOSS Application Server. • Written client interfaces, and implementation classes to consume the web services. • Hibernate Session Factory, Hibernate mapping files, dependencies between delegate classes, DAOs, controller classes, validation classes and the domain Objects are configured as part of the spring configuration file • Extensively worked with HQL and hibernate criteria queries. • Wrote unit testing codes using JUnit, resolved bugs and other defects using Firebug and • Eclipse's debugging tool. • Worked in an agile environment delivering output in sprints and participating in scrums. • Used Web logic console to deploy the application in development Environment.  Environment: Jdk 1.6, UML, Struts 2.2, Struts tiles, validator, struts taglibs, Spring 2.5, Spring Batch, Eclipse 3.5, Oracle, WebLogic Application server 10.3, JSP 2.0, JQuery 2.0, JSF (Rich Faces), Servlets, JDBC, Hibernate, Drools & jBPM, XML, XSLT, CSS, DOM, DHTML, Junit 4.4, SVN, Log4j, Oracle10g, TOAD, UNIX, Ant 1.8, Agile Scrum
"
"739",739,"Application Information System Specialist
Terumo CV Group - Ann Arbor, MI
Terumo develops, manufactures and distributes medical devices such as perfusion products, endoscopic vessel, harvesting products and surgical stabilization products for cardiac and vascular surgery.  Responsibilities: • Creating and maintaining Development, Test and Production environments for Web Applications. • Maintaining the integrity and capability of applications and information systems. • Leading application testing and validation efforts for launches, patches, new features, upgrades etc. • Troubleshooting bugs and resolving issues of missing and incorrect data in a timely manner. • Leading and participating in new application projects and related validation efforts throughout the Software Development Life Cycle. • Developing appropriate User Requirements to be used by the development team and customers. • Understanding JSP and python code to troubleshoot issues. • Maintaining required documentation for configuration changes. • Escalating support issues to internal and vendor technical support as needed. • Administering user accounts and privileges, assignments and roles. • Demonstrating primary commitment to patient safety and product quality by maintaining compliance to quality policy and quality processes and procedures. • Providing first tire support for issues and questions from user and troubleshooting. • Using SharePoint to document all user related issues, timely handling and updating them. • Providing guidance and direction to clients as appropriate to achieve effective use of tools and wed application supported. • Using SQL queries to pull crystal report. • Checking logs timely for issues and follow up on them. • Demoing and training about the web application to the clients. • Checking accuracy of documented changes and conforming to documentation standards.  Environment: JAVA, Python, JSP, Crystal Reports, JSON, Share point, SQL queries, IE9, EtQ Reliance, Jira
"
